NGC4483,187.669250,9.015665,2,1,1,906,16.7,-21.84,0.09,-1.3,1.24
NGC4486,187.705933,12.391100,2,15,1,1284,17.2,-25.38,0.10,-4.3,1.91
NGC4486A,187.740540,12.270361,2,0,1,758,18.3,-21.82,0.10,-5.0,0.94
NGC4489,187.717667,16.758696,2,5,1,961,15.4,-21.59,0.12,-4.8,1.42
NGC4494,187.850143,25.774981,1,9,0,1342,16.6,-24.11,0.09,-4.8,1.69
NGC4503,188.025803,11.176434,0,0,1,1334,16.5,-23.22,0.22,-1.8,1.45
NGC4526,188.512619,7.699140,1,5,1,617,16.4,-24.62,0.10,-1.9,1.65
NGC4528,188.525269,11.321266,2,0,1,1378,15.8,-22.05,0.20,-2.0,1.15
NGC4546,188.872940,-3.793227,1,2,0,1057,13.7,-23.30,0.15,-2.7,1.40
NGC4550,188.877548,12.220955,2,3,1,459,15.5,-22.27,0.17,-2.1,1.19
NGC4551,188.908249,12.264010,2,5,1,1176,16.1,-22.18,0.17,-4.9,1.22
NGC4552,188.916183,12.556040,2,12,1,344,15.8,-24.29,0.18,-4.6,1.53
NGC4564,189.112473,11.439320,2,5,1,1155,15.8,-23.08,0.14,-4.8,1.31
NGC4570,189.222504,7.246663,2,1,1,1787,17.1,-23.48,0.09,-2.0,1.30
NGC4578,189.377274,9.555121,2,3,1,2292,16.3,-22.66,0.09,-2.0,1.51
NGC4596,189.983063,10.176031,0,0,1,1892,16.5,-23.63,0.09,-0.9,1.59
NGC4608,190.305374,10.155793,0,0,1,1850,16.5,-22.94,0.07,-1.9,1.42
NGC4612,190.386490,7.314782,2,1,1,1775,16.6,-22.55,0.11,-2.0,1.40
NGC4621,190.509674,11.646930,2,9,1,467,14.9,-24.14,0.14,-4.8,1.63
NGC4623,190.544601,7.676934,2,1,1,1807,17.4,-21.74,0.10,-1.5,1.31
NGC4624,191.274826,3.055684,0,0,1,912,16.5,-23.67,0.10,-0.6,1.64
NGC4636,190.707779,2.687780,1,11,0,930,14.3,-24.36,0.12,-4.8,1.95
NGC4638,190.697632,11.442459,2,2,1,1152,17.5,-23.01,0.11,-2.7,1.22
NGC4649,190.916702,11.552610,2,11,1,1110,17.3,-25.46,0.11,-4.6,1.82
NGC4660,191.133209,11.190533,2,5,1,1087,15.0,-22.69,0.15,-4.7,1.09
NGC4694,192.062881,10.983624,0,0,1,1171,16.5,-22.15,0.17,-2.0,1.47
NGC4710,192.412323,15.165490,0,0,1,1102,16.5,-23.53,0.13,-0.9,1.48
NGC4733,192.778259,10.912103,1,1,1,925,14.5,-21.80,0.09,-3.8,1.52
NGC4753,193.092133,-1.199690,1,3,0,1163,22.9,-25.09,0.14,-1.4,1.69
NGC4754,193.073181,11.313660,2,3,1,1351,16.1,-23.64,0.14,-2.5,1.50
NGC4762,193.233536,11.230800,0,2,0,986,22.6,-24.48,0.09,-1.8,1.64
NGC5173,202.105301,46.591572,0,0,0,2424,38.4,-22.88,0.12,-4.9,1.01
NGC5198,202.547546,46.670830,0,0,0,2519,39.6,-24.10,0.10,-4.8,1.38
NGC5308,206.751633,60.973038,0,6,0,1998,31.5,-24.13,0.08,-2.1,1.25
NGC5342,207.857910,59.863014,0,0,0,2189,35.5,-22.61,0.05,-2.0,0.97
NGC5353,208.361420,40.283123,0,0,0,2198,35.2,-25.11,0.05,-2.1,1.30
NGC5355,208.439850,40.338795,0,0,0,2344,37.1,-22.40,0.05,-2.1,1.06
NGC5358,208.501801,40.277420,0,0,0,2412,38.0,-22.01,0.04,-0.2,1.05
NGC5379,208.893112,59.742825,0,0,0,1774,30.0,-22.08,0.08,-2.0,1.32
NGC5422,210.175262,55.164478,0,0,0,1838,30.8,-23.69,0.06,-1.5,1.33
NGC5507,213.332825,-3.148860,0,0,0,1851,28.5,-23.19,0.26,-2.3,1.09
NGC5576,215.265381,3.271049,1,3,0,1506,24.8,-24.15,0.13,-4.8,1.34
NGC5631,216.638687,56.582664,1,1,0,1944,27.0,-23.70,0.09,-1.9,1.32
NGC5638,217.418289,3.233443,1,3,0,1652,25.6,-23.80,0.14,-4.8,1.45
NGC5687,218.718201,54.475685,1,1,0,2143,27.2,-23.22,0.05,-3.0,1.36
NGC5831,226.029266,1.219917,1,3,0,1645,26.4,-23.69,0.25,-4.8,1.40
NGC5838,226.359467,2.099356,0,0,0,1341,21.8,-24.13,0.23,-2.6,1.40
NGC5839,226.364471,1.634633,1,1,0,1220,22.0,-22.53,0.23,-2.0,1.22
NGC5845,226.503281,1.633824,1,2,0,1472,25.2,-22.92,0.23,-4.9,0.80
NGC5854,226.948853,2.568560,0,0,0,1663,26.2,-23.30,0.23,-1.1,1.26
NGC5864,227.389786,3.052741,0,0,0,1874,29.0,-23.62,0.19,-1.7,1.35
NGC5866,226.623169,55.763309,1,3,0,755,14.9,-24.00,0.06,-1.3,1.56
NGC5869,227.456055,0.469967,0,1,0,2065,24.9,-23.27,0.24,-2.3,1.31
PGC016060,72.143387,-3.867104,0,0,0,2764,37.8,-22.64,0.19,-0.6,1.01
PGC028887,149.931290,11.660812,0,0,0,2833,41.0,-22.26,0.17,0.0,1.08
PGC029321,151.463226,12.961213,0,0,0,2816,40.9,-21.66,0.16,0.0,0.89
PGC054452,228.894180,2.248187,0,0,0,1918,29.5,-21.59,0.18,-2.0,1.14
IC0610,156.618179,20.228252,0,0,0,1170,19.6,-21.53,0.09,3.9,1.02
IC1029,218.113373,49.904766,0,0,0,2383,37.9,-23.95,0.08,3.1,1.22
IC1048,220.741150,4.890127,0,0,0,1636,26.2,-22.56,0.16,3.0,1.31
IC1066,223.261780,3.295883,0,0,0,1577,25.3,-21.55,0.21,4.9,1.25
IC1067,223.271805,3.331717,0,0,0,1577,25.3,-22.18,0.21,3.0,1.28
IC2098,72.684601,-5.418544,0,0,0,2819,38.5,-22.74,0.21,5.9,1.10
IC3061,183.768829,14.028975,0,0,0,2316,35.5,-22.12,0.16,5.2,1.26
IC3102,184.357605,6.689988,0,0,1,2235,16.5,-22.07,0.10,-0.9,1.49
IC3392,187.180405,14.999414,0,0,1,1687,16.5,-21.84,0.16,2.5,1.46
IC4336,207.680878,39.706844,0,0,0,2530,39.6,-22.37,0.08,3.0,1.36
NGC0488,20.445200,5.256720,0,0,0,2272,32.2,-25.58,0.13,2.9,1.80
NGC0489,20.474596,9.206488,0,0,0,2507,35.7,-23.22,0.18,0.0,1.03
NGC0518,21.073431,9.330955,0,0,0,2725,38.6,-23.17,0.34,1.0,1.25
NGC0522,21.191061,9.994623,0,0,0,2725,38.7,-23.53,0.37,4.1,1.37
NGC0532,21.322283,9.264087,0,0,0,2361,33.7,-23.84,0.40,1.9,1.44
NGC0972,38.555771,29.311243,0,0,0,1543,23.7,-24.05,0.46,2.0,1.44
NGC1056,40.701195,28.574266,0,0,0,1545,23.7,-22.80,0.65,1.0,1.13
NGC1321,51.202389,-3.015633,0,0,0,2848,39.1,-22.95,0.21,0.7,0.94
NGC2357,109.420753,23.356743,0,0,0,2275,33.4,-23.01,0.29,5.8,1.35
NGC2543,123.241478,36.254509,0,0,0,2471,37.1,-23.44,0.30,3.0,1.39
NGC2648,130.665939,14.285502,0,0,0,2060,30.3,-23.76,0.12,1.1,1.23
NGC2742,136.889694,60.479290,0,0,0,1289,22.6,-22.98,0.17,5.3,1.65
NGC2770,137.390091,33.123413,0,0,0,1947,30.2,-22.84,0.10,5.3,1.57
NGC2776,138.060547,44.954895,0,0,0,2626,40.0,-23.88,0.06,5.2,1.53
NGC2782,138.521332,40.113800,0,0,0,2543,38.6,-24.07,0.07,1.1,1.39
NGC2785,138.813858,40.917648,0,0,0,2622,39.7,-23.58,0.08,9.9,1.07
NGC2856,141.066696,49.249100,0,0,0,2638,40.4,-23.33,0.08,4.1,1.15
NGC2906,143.026031,8.441907,0,0,0,2140,31.4,-23.39,0.20,5.9,1.36
NGC2967,145.513885,0.336484,0,0,0,1894,27.7,-23.37,0.43,5.2,1.56
NGC3003,147.150208,33.421490,0,0,0,1478,24.4,-22.46,0.06,4.3,1.65
NGC3023,147.469315,0.617879,0,0,0,1879,27.6,-21.76,0.27,5.5,1.50
NGC3067,149.587738,32.369991,0,0,0,1476,24.4,-23.04,0.06,2.1,1.39
NGC3079,150.491348,55.680000,0,0,0,1116,20.3,-24.28,0.05,6.7,1.62
NGC3107,151.093643,13.621320,0,0,0,2815,40.9,-22.74,0.17,4.0,1.20
NGC3190,154.523514,21.831940,0,4,0,1271,24.6,-24.51,0.11,0.9,1.34
NGC3227,155.877533,19.864950,0,2,0,1157,22.4,-24.12,0.10,1.5,1.80
NGC3287,158.697113,21.648331,0,0,0,1306,22.2,-21.96,0.10,7.6,1.50
NGC3346,160.912033,14.871983,0,0,0,1260,21.3,-22.07,0.12,6.0,1.67
NGC3351,160.990555,11.703610,0,26,0,778,9.8,-23.31,0.12,3.1,1.86
NGC3368,161.690598,11.819940,1,27,0,897,10.1,-23.71,0.11,2.1,1.80
NGC3395,162.458817,32.982838,0,0,0,1625,27.1,-22.22,0.11,5.9,1.39
NGC3396,162.479691,32.990608,0,0,0,1625,27.1,-22.40,0.11,9.4,1.55
NGC3424,162.943008,32.900677,0,0,0,1494,25.4,-22.99,0.10,3.0,1.31
NGC3430,163.047562,32.950424,0,0,0,1586,26.6,-23.24,0.10,5.1,1.58
NGC3501,165.697113,17.989532,0,0,0,1130,19.4,-22.04,0.10,5.9,1.22
NGC3512,166.012451,28.036831,0,0,0,1376,24.2,-22.27,0.12,5.1,1.42
NGC3596,168.775925,14.787126,0,0,0,1193,21.3,-22.96,0.10,5.2,1.70
NGC3625,170.130234,57.781326,0,0,0,1940,31.8,-21.57,0.06,3.0,1.24
NGC3627,170.062607,12.991290,0,30,0,727,10.3,-24.18,0.14,3.1,1.90
NGC3628,170.070908,13.589490,0,0,0,843,8.0,-23.44,0.12,3.1,1.92
NGC3631,170.262268,53.169430,0,1,0,1156,24.3,-23.95,0.07,5.2,1.96
NGC3642,170.575058,59.074242,0,0,0,1588,27.2,-23.20,0.05,4.0,1.63
NGC3652,170.662735,37.765038,0,0,0,1997,32.1,-22.08,0.09,5.8,1.31
NGC3655,170.727524,16.590174,0,1,0,1473,24.0,-23.08,0.11,5.0,1.29
NGC3669,171.361725,57.721165,0,0,0,1940,31.8,-21.94,0.07,6.8,1.38
NGC3681,171.624176,16.863222,0,0,0,1239,23.4,-22.86,0.11,4.0,1.43
NGC3683,171.882874,56.876709,0,1,0,1716,33.3,-23.95,0.07,5.0,1.15
NGC3684,171.796555,17.030310,0,0,0,1163,21.6,-22.40,0.11,4.0,1.47
NGC3686,171.933090,17.224058,0,0,0,1156,21.4,-23.18,0.10,4.1,1.66
NGC3689,172.045853,25.661039,0,0,0,2739,41.2,-23.89,0.09,5.3,1.37
NGC3718,173.145584,53.067829,0,0,0,993,18.8,-23.61,0.06,1.0,1.74
NGC3726,173.338226,47.029091,0,7,0,866,14.7,-23.07,0.07,5.1,1.96
NGC3729,173.455505,53.125496,0,5,0,1060,20.9,-22.88,0.05,1.2,1.66
NGC3755,174.139008,36.410301,0,0,0,1570,27.0,-21.57,0.11,5.2,1.41
NGC3756,174.199890,54.293682,0,0,0,1318,23.6,-23.09,0.05,4.0,1.69
NGC3769,174.433777,47.893093,0,4,0,737,17.2,-21.99,0.10,3.4,1.46
NGC3780,174.843216,56.270725,0,0,0,2399,38.0,-23.86,0.06,5.2,1.63
NGC3786,174.926971,31.909365,0,0,0,2678,40.8,-23.72,0.10,1.1,1.31
NGC3788,174.935822,31.931305,0,0,0,2699,41.1,-23.73,0.10,2.2,1.21
NGC3810,175.244736,11.471132,0,0,1,992,16.5,-23.15,0.19,5.2,1.59
NGC3813,175.327728,36.546700,0,0,0,1465,25.7,-23.20,0.08,3.3,1.43
NGC3877,176.532425,47.494499,0,0,0,895,16.8,-23.39,0.10,5.1,1.64
NGC3898,177.314041,56.084351,0,0,0,1176,21.7,-24.03,0.09,1.7,1.50
NGC3900,177.289307,27.022076,0,0,0,1798,29.8,-23.68,0.14,-0.3,1.51
NGC3917,177.689529,51.824211,0,4,0,965,16.4,-22.21,0.09,5.8,1.73
NGC3938,178.206055,44.120731,0,0,0,809,14.5,-23.00,0.09,5.1,1.86
NGC3949,178.423950,47.858784,0,5,0,800,18.9,-22.79,0.09,4.0,1.52
NGC3953,178.454285,52.326542,0,7,0,1052,17.8,-24.22,0.13,4.0,1.89
NGC3972,178.937988,55.320671,0,4,0,852,22.0,-22.08,0.06,4.0,1.50
NGC3982,179.117371,55.125362,0,23,0,1109,21.3,-22.80,0.06,3.2,1.43
NGC3992,179.399933,53.374519,0,5,0,1048,20.7,-24.65,0.13,4.0,2.00
NGC4010,179.658295,47.261311,0,0,0,902,16.9,-21.56,0.10,6.9,1.45
NGC4013,179.630905,43.947021,0,0,0,831,15.0,-23.25,0.07,3.0,1.67
NGC4041,180.550720,62.137287,0,0,0,1234,22.6,-23.36,0.08,4.0,1.35
NGC4051,180.790359,44.531261,0,5,0,700,14.9,-23.20,0.06,4.0,1.91
NGC4064,181.046631,18.443451,0,0,1,913,16.5,-22.54,0.09,1.4,1.55
NGC4085,181.344604,50.352749,0,4,0,746,21.0,-22.50,0.08,5.3,1.34
NGC4088,181.392456,50.539028,0,6,0,757,14.4,-23.31,0.09,4.7,1.76
NGC4100,181.535843,49.582310,0,7,0,1074,19.6,-23.44,0.10,4.1,1.65
NGC4102,181.596313,52.710949,0,4,0,846,21.1,-23.91,0.09,3.1,1.25
NGC4123,182.046173,2.878309,0,0,1,1327,16.5,-22.30,0.09,5.0,1.91
NGC4138,182.374115,43.685318,1,5,0,888,13.4,-22.44,0.06,-0.9,1.37
NGC4145,182.506348,39.883862,0,0,0,1016,19.0,-22.92,0.12,6.9,1.99
NGC4151,182.636078,39.405762,0,0,0,995,18.5,-23.96,0.12,2.0,1.43
NGC4157,182.768188,50.484680,0,0,0,774,14.7,-23.48,0.09,3.3,1.58
NGC4178,183.193512,10.865998,0,0,1,374,16.5,-21.52,0.12,7.0,1.77
NGC4180,183.262726,7.038787,0,0,1,2096,16.5,-21.99,0.07,2.0,1.15
NGC4189,183.446991,13.424846,0,0,1,2115,16.5,-22.19,0.14,6.0,1.68
NGC4192,183.451218,14.900470,0,0,1,-142,16.5,-24.21,0.15,2.6,1.89
NGC4205,183.731598,63.782757,0,0,0,1417,25.1,-21.57,0.09,0.0,1.23
NGC4206,183.820312,13.023840,0,0,1,702,16.5,-21.71,0.14,4.0,1.65
NGC4207,183.876816,9.584940,0,0,1,596,16.5,-21.65,0.08,7.4,1.21
NGC4212,183.914062,13.901473,0,0,1,-81,16.5,-22.72,0.14,4.9,1.58
NGC4216,183.976852,13.149400,0,0,1,131,16.5,-24.58,0.14,3.0,1.64
NGC4217,183.962082,47.091789,0,4,0,1027,18.0,-23.70,0.08,3.0,1.71
NGC4220,184.048889,47.883354,0,0,0,914,17.3,-23.07,0.08,-0.3,1.47
NGC4224,184.140671,7.462119,0,0,0,2603,38.7,-24.34,0.10,1.0,1.41
NGC4235,184.291306,7.191658,0,0,0,2410,36.2,-24.41,0.08,1.0,1.43
NGC4237,184.297562,15.323948,0,0,1,867,16.5,-22.49,0.13,4.0,1.51
NGC4258,184.740082,47.303719,1,31,0,448,7.1,-23.79,0.07,4.0,2.11
NGC4260,184.842697,6.098803,0,1,0,1958,37.7,-24.35,0.10,0.9,1.53
NGC4266,184.926315,5.538200,0,0,1,1536,16.5,-21.64,0.10,1.0,1.27
NGC4274,184.961105,29.614700,0,0,0,930,14.5,-23.78,0.10,1.7,1.75
NGC4275,184.969177,27.620890,0,0,0,2312,36.1,-22.60,0.09,2.5,1.24
NGC4276,185.031235,7.691995,0,0,0,2618,38.9,-22.27,0.13,6.7,1.36
NGC4289,185.259598,3.721960,0,0,0,2618,38.6,-23.05,0.09,5.7,1.08
NGC4293,185.303711,18.382401,0,0,1,893,16.5,-23.62,0.17,0.2,1.83
NGC4298,185.386627,14.606049,0,0,1,1135,16.5,-22.63,0.15,5.2,1.67
NGC4303,185.478958,4.473590,0,0,1,1566,16.5,-24.25,0.10,4.0,1.90
NGC4307,185.523438,9.043552,0,0,1,1092,16.5,-22.37,0.10,3.2,1.43
NGC4312,185.630661,15.537920,0,0,1,153,16.5,-22.30,0.12,1.9,1.58
NGC4313,185.660583,11.800867,0,0,1,1443,16.5,-22.63,0.16,2.1,1.56
NGC4314,185.633240,29.895304,0,0,0,963,16.2,-23.50,0.11,1.0,1.59
NGC4316,185.675919,9.332812,0,0,1,1250,16.5,-21.85,0.10,5.6,1.26
NGC4321,185.728745,15.822380,0,34,1,1571,15.9,-24.42,0.11,4.1,2.07
NGC4330,185.821869,11.367980,0,0,1,1563,16.5,-21.59,0.10,6.3,1.61
NGC4343,185.911209,6.953936,0,0,1,1014,16.5,-22.13,0.09,3.0,1.21
NGC4369,186.150848,39.382980,0,0,0,1045,19.7,-22.57,0.11,1.0,1.36
NGC4370,186.228882,7.444566,0,0,1,782,16.5,-21.79,0.10,0.8,1.27
NGC4378,186.325317,4.925024,0,0,0,2559,38.0,-24.39,0.07,1.0,1.32
NGC4380,186.342407,10.016705,0,0,1,963,16.5,-22.76,0.10,2.3,1.68
NGC4383,186.356323,16.470005,0,0,1,1710,16.5,-21.60,0.10,1.0,1.10
NGC4384,186.300049,54.506130,0,0,0,2513,39.6,-22.61,0.08,1.0,1.31
NGC4385,186.428391,0.572589,0,0,0,2140,32.5,-22.79,0.11,-0.5,1.33
NGC4389,186.396240,45.684669,0,4,0,718,16.4,-21.95,0.06,4.1,1.52
NGC4394,186.481766,18.213926,0,0,1,922,16.5,-22.94,0.13,3.0,1.62
NGC4402,186.531525,13.112794,0,0,1,232,16.5,-22.61,0.13,3.2,1.55
NGC4405,186.529648,16.180849,0,0,1,1747,16.5,-21.72,0.11,-0.1,1.41
NGC4419,186.735138,15.047423,1,2,1,-261,16.5,-23.36,0.14,1.1,1.37
NGC4421,186.760620,15.461305,0,0,1,1603,16.5,-22.30,0.11,-0.3,1.55
NGC4424,186.798264,9.420519,0,0,1,437,16.5,-22.00,0.09,1.0,1.54
NGC4430,186.859924,6.262640,0,0,1,1451,16.5,-21.74,0.08,3.4,1.69
NGC4438,186.940216,13.008590,0,0,1,71,16.5,-23.83,0.12,0.6,1.75
NGC4440,186.973221,12.293191,0,0,1,724,16.5,-22.19,0.12,1.1,1.26
NGC4450,187.123474,17.084949,0,2,1,1954,19.5,-24.41,0.12,2.4,1.80
NGC4457,187.245880,3.570607,0,0,1,882,16.5,-23.32,0.09,0.4,1.32
NGC4469,187.366653,8.750175,0,0,1,587,16.5,-23.06,0.09,0.2,1.57
NGC4488,187.714157,8.360130,0,0,1,972,16.5,-21.69,0.09,0.0,1.50
NGC4492,187.748962,8.077909,0,0,1,1740,16.5,-22.02,0.11,1.0,1.53
NGC4501,187.996735,14.420410,0,3,1,2281,15.3,-24.67,0.16,3.4,1.84
NGC4519,188.376160,8.654460,0,0,1,1216,16.5,-21.54,0.09,6.9,1.59
NGC4527,188.535400,2.653810,0,14,0,1736,14.1,-23.81,0.09,4.0,1.68
NGC4531,188.566025,13.075527,1,1,1,195,14.8,-22.11,0.18,-0.5,1.63
NGC4532,188.580536,6.467703,0,0,1,2012,16.5,-21.61,0.09,9.7,1.41
