NGC3182,154.887558,58.205818,0,0,0,2118,34.0,-23.19,0.05,0.4,1.32
NGC3193,154.603683,21.893978,1,3,0,1381,33.1,-24.63,0.11,-4.8,1.42
NGC3230,155.933090,12.567883,0,0,0,2795,40.8,-24.18,0.16,-1.8,1.26
NGC3245,156.826523,28.507435,1,1,0,1326,20.3,-23.69,0.11,-2.1,1.40
NGC3522,166.668549,20.085621,0,1,0,1228,25.5,-21.67,0.10,-4.9,1.01
NGC3595,168.856461,47.447147,0,0,0,2177,34.7,-23.28,0.09,-3.3,1.15
NGC3610,169.605316,58.786247,1,4,0,1707,20.8,-23.69,0.04,-4.2,1.20
NGC3694,172.225571,35.413857,0,0,0,2243,35.2,-22.35,0.10,-5.0,1.02
NGC3941,178.230667,36.986378,1,2,0,930,11.9,-23.06,0.09,-2.0,1.40
NGC4078,181.198456,10.595537,0,0,0,2546,38.1,-22.99,0.11,-2.0,0.92
NGC4233,184.282043,7.624434,0,1,0,2306,33.9,-23.88,0.10,-2.0,1.19
NGC4251,184.534607,28.175299,1,1,0,1066,19.1,-23.68,0.10,-1.9,1.29
NGC4521,188.198853,63.939293,0,0,0,2511,39.7,-23.92,0.08,-0.1,1.21
NGC4690,191.981323,-1.655975,0,0,0,2765,40.2,-22.96,0.13,-3.0,1.25
NGC4803,193.890289,8.240547,0,0,0,2645,39.4,-22.28,0.13,0.0,0.94
NGC5103,200.125229,43.084015,0,0,0,1273,23.4,-22.36,0.08,0.0,1.02
NGC5273,205.534943,35.654240,1,2,0,1085,16.1,-22.37,0.04,-1.9,1.57
NGC5473,211.180176,54.892620,0,0,0,2022,33.2,-24.25,0.05,-2.7,1.32
NGC5475,211.301437,55.741802,0,0,0,1671,28.6,-22.88,0.05,1.0,1.22
NGC5481,211.671722,50.723320,0,2,0,1989,25.8,-22.68,0.08,-3.9,1.35
NGC5485,211.797134,55.001518,1,3,0,1927,25.2,-23.61,0.07,-2.0,1.45
NGC5557,214.607117,36.493690,0,3,0,3219,38.8,-24.87,0.03,-4.8,1.46
NGC5582,215.179703,39.693584,1,3,0,1430,27.7,-23.28,0.06,-4.9,1.44
NGC5611,216.019897,33.047501,1,1,0,1968,24.5,-22.20,0.05,-1.9,1.00
NGC5770,223.312653,3.959721,1,1,0,1471,18.5,-22.15,0.17,-2.0,1.23
NGC5813,225.296936,1.701970,1,4,0,1956,31.3,-25.09,0.25,-4.8,1.76
NGC6010,238.579773,0.543033,0,0,0,2022,30.6,-23.53,0.45,0.4,1.16
NGC6014,238.989105,5.931838,0,0,0,2381,35.8,-22.99,0.22,-1.9,1.35
NGC6017,239.314529,5.998364,1,1,0,1788,29.0,-22.52,0.23,-5.0,0.85
NGC6278,255.209763,23.010956,0,0,0,2832,42.9,-24.19,0.27,-1.9,1.22
NGC7280,336.614899,16.148266,1,2,0,1845,23.7,-22.83,0.24,-1.3,1.33
NGC7332,339.352173,23.798351,1,1,0,1197,22.4,-23.75,0.16,-1.9,1.24
NGC7454,345.277130,16.388371,1,3,0,2020,23.2,-23.00,0.33,-4.7,1.41
NGC7693,353.293671,-1.292010,0,0,0,2502,35.4,-21.58,0.15,-1.0,1.11
NGC7710,353.942261,-2.880941,0,0,0,2407,34.0,-21.99,0.15,-1.9,0.92
PGC042549,190.316513,-5.009177,0,0,0,2822,40.7,-22.71,0.11,-5.0,1.06
PGC044433,194.578110,13.391409,0,0,0,2675,40.1,-22.25,0.13,0.0,0.71
PGC050395,211.913544,54.794575,0,0,0,2322,37.2,-21.92,0.05,0.0,1.04
PGC056772,240.548340,7.085953,0,0,0,2655,39.5,-22.06,0.19,-2.0,0.93
PGC071531,352.121338,19.863962,0,0,0,2030,30.4,-21.74,0.53,-4.0,0.88
UGC03960,115.094856,23.275089,0,0,0,2255,33.2,-21.89,0.20,-4.9,1.24
UGC04551,131.024582,49.793968,0,0,0,1728,28.0,-22.92,0.10,-2.0,1.03
UGC05408,150.966095,59.436138,0,0,0,2998,45.8,-22.03,0.06,-3.3,0.84
UGC06062,164.656662,9.050468,0,0,0,2634,38.7,-22.82,0.13,-2.0,1.05
UGC06176,166.852753,21.657185,0,0,0,2677,40.1,-22.66,0.08,-2.0,1.03
UGC08876,209.241943,45.973179,0,0,0,2085,33.9,-22.37,0.04,-0.1,0.93
UGC09519,221.588028,34.370651,0,0,0,1631,27.6,-21.98,0.09,-1.9,0.87
IC0750,179.717606,42.722404,0,1,0,701,36.8,-24.71,0.09,2.1,1.24
IC0777,184.849228,28.309881,0,0,0,2541,39.0,-21.92,0.10,2.6,0.95
IC0851,197.143127,21.049742,0,0,0,2615,39.8,-21.82,0.15,3.1,1.31
IC0902,204.005051,49.960720,0,0,0,1618,27.9,-21.81,0.05,3.1,1.18
IC1151,239.634705,17.441553,0,0,0,2169,33.7,-22.24,0.16,5.2,1.35
IC1158,240.391968,1.707832,0,0,0,1927,29.4,-22.15,0.49,5.1,1.45
IC1447,337.499146,-5.119929,0,0,0,2953,41.6,-22.87,0.24,3.1,1.43
IC1596,13.678428,21.522646,0,0,0,2674,38.9,-21.54,0.21,2.0,1.13
IC1711,22.730280,17.188482,0,0,0,2801,40.2,-23.52,0.45,3.0,1.10
IC2327,125.366501,3.169287,0,0,0,2684,37.8,-21.96,0.11,1.1,1.06
IC2461,139.991791,37.191048,0,0,0,2260,34.7,-22.65,0.05,3.2,1.07
IC4582,236.414215,28.088715,0,0,0,2145,34.0,-22.09,0.13,4.1,0.97
IC5334,353.651733,-4.534227,0,0,0,2209,31.1,-22.50,0.18,2.7,1.04
NGC0063,4.439690,11.450358,1,1,0,1160,18.2,-22.08,0.48,-3.0,1.34
NGC0428,18.232122,0.981581,0,0,0,1152,16.7,-21.74,0.12,8.6,1.69
NGC0473,19.979469,16.544645,0,0,0,2134,31.1,-22.93,0.39,-0.3,1.23
NGC0493,20.537439,0.945335,0,0,0,2338,32.8,-22.32,0.14,5.9,1.50
NGC0514,21.016270,12.917349,0,1,0,2472,34.4,-23.55,0.17,5.3,1.72
NGC0573,22.705626,41.257317,0,0,0,2788,41.6,-22.03,0.22,0.0,1.02
NGC0660,25.759790,13.645680,0,0,0,850,13.5,-23.33,0.28,1.2,1.84
NGC0678,27.353580,21.997299,0,0,0,2835,40.9,-24.39,0.37,3.0,1.29
NGC0693,27.628531,6.145210,0,0,0,1567,22.5,-22.56,0.23,0.2,1.21
NGC0718,28.305481,4.195917,0,0,0,1733,24.6,-23.23,0.16,1.0,1.37
NGC0779,29.927605,-5.964152,0,2,0,1362,23.0,-23.75,0.12,3.0,1.47
NGC0803,30.936255,16.030960,0,0,0,2101,30.4,-22.61,0.22,5.3,1.44
NGC0864,33.865170,6.002620,0,0,0,1562,22.4,-23.24,0.21,5.1,1.92
NGC0895,35.401958,-5.521394,0,1,0,2288,36.6,-23.42,0.11,6.0,1.66
NGC0955,37.637962,-1.108482,0,0,0,1487,20.8,-22.85,0.16,2.0,1.18
NGC1012,39.812347,30.151669,0,0,0,987,16.3,-21.77,0.63,0.0,1.47
NGC1015,39.548187,-1.318618,0,0,0,2629,36.3,-23.47,0.14,1.0,1.35
NGC1032,39.848667,1.093801,0,0,0,2694,37.4,-24.50,0.16,0.4,1.37
NGC1068,40.669880,-0.013290,0,2,0,1137,19.0,-25.62,0.14,3.0,1.52
NGC1090,41.641315,-0.247042,0,0,0,2760,38.2,-23.72,0.14,3.7,1.60
NGC1924,82.008209,-5.310648,0,1,0,2558,31.6,-23.20,0.46,4.0,1.35
NGC2644,130.382904,4.980223,0,0,0,1939,28.0,-21.89,0.16,4.6,1.25
NGC2681,133.386414,51.313709,1,1,0,692,16.7,-23.68,0.10,0.4,1.55
NGC2683,133.172272,33.421799,1,3,0,411,7.5,-23.06,0.14,3.0,1.75
NGC2690,133.158508,-2.603258,0,0,0,1607,23.1,-22.19,0.10,2.0,1.20
NGC2701,134.773834,53.771755,0,0,0,2326,36.3,-23.13,0.08,5.3,1.50
NGC2710,134.951416,55.706440,0,0,0,2526,39.1,-22.52,0.10,3.0,1.31
NGC2712,134.876907,44.914001,0,0,0,1815,29.0,-23.22,0.09,3.1,1.48
NGC2726,136.236908,59.932968,0,0,0,1518,25.7,-22.28,0.16,1.0,1.25
NGC2731,135.534973,8.301766,0,0,0,2583,37.0,-22.38,0.29,5.5,1.16
NGC2735,135.660980,25.934587,0,0,0,2450,36.5,-23.01,0.17,3.0,0.99
NGC2750,136.449554,25.437365,0,0,0,2674,39.4,-23.32,0.15,5.3,1.57
NGC2753,136.784286,25.342352,0,0,0,2783,40.9,-21.90,0.15,0.0,1.13
NGC2841,140.511063,50.976479,0,6,0,638,14.5,-24.75,0.07,3.0,1.90
NGC2844,140.450104,40.151218,0,0,0,1486,24.6,-22.06,0.08,0.6,1.08
NGC2893,142.570618,29.539986,0,0,0,1699,26.9,-21.85,0.10,0.4,0.97
NGC2916,143.739868,21.705259,0,1,0,3730,40.6,-23.93,0.12,3.1,1.44
NGC2966,145.547852,4.673152,0,0,0,2044,30.0,-22.72,0.20,4.2,1.38
NGC3021,147.737976,33.553467,0,2,0,1541,31.5,-23.32,0.06,4.0,1.31
NGC3041,148.279770,16.677694,0,0,0,1408,22.5,-23.04,0.15,5.4,1.83
NGC3044,148.420349,1.579650,0,0,0,1289,19.5,-22.48,0.11,5.7,1.58
NGC3049,148.706879,9.271640,0,0,0,1455,22.7,-21.83,0.17,2.5,1.52
NGC3055,148.825195,4.270082,0,0,0,1805,27.0,-22.68,0.22,5.3,1.47
NGC3094,150.357986,15.769937,0,0,0,2404,35.6,-23.15,0.12,1.0,1.08
NGC3198,154.979126,45.549690,0,19,0,663,14.5,-23.03,0.05,5.2,1.89
NGC3246,156.674026,3.862108,0,0,0,2154,31.8,-21.80,0.16,7.9,1.45
NGC3254,157.333008,29.491440,0,1,0,1355,37.8,-24.09,0.09,4.0,1.62
NGC3277,158.231079,28.511728,0,0,0,1408,23.9,-22.98,0.12,1.9,1.33
NGC3279,158.678299,11.197244,0,0,0,1394,22.9,-22.39,0.16,6.5,1.23
NGC3294,159.067780,37.324589,0,1,0,1586,29.5,-23.97,0.08,5.1,1.61
NGC3310,159.691071,53.503304,0,2,0,993,20.2,-22.92,0.10,4.0,1.20
NGC3320,159.902176,47.397964,0,0,0,2331,36.5,-22.72,0.09,5.8,1.31
NGC3359,161.653519,63.223640,0,1,0,1014,13.0,-21.95,0.04,5.2,1.88
NGC3370,161.766830,17.273697,0,13,0,1279,27.7,-22.80,0.13,5.1,1.38
NGC3380,162.050644,28.601772,0,0,0,1606,26.7,-22.22,0.11,1.0,1.30
NGC3423,162.809753,5.840101,0,0,0,1011,13.9,-22.18,0.13,6.0,1.80
NGC3437,163.148941,22.934116,0,1,0,1283,31.9,-23.65,0.08,5.3,1.32
NGC3445,163.647781,56.990685,0,0,0,2069,33.4,-22.01,0.03,8.9,1.49
NGC3448,163.663498,54.305229,0,0,0,1350,23.8,-22.42,0.05,0.2,1.44
NGC3471,164.787567,61.530453,0,0,0,2109,34.1,-23.08,0.05,1.0,1.26
NGC3485,165.009964,14.841549,0,0,0,1436,24.6,-22.50,0.09,3.1,1.59
NGC3486,165.099777,28.974819,0,0,0,681,8.6,-21.69,0.09,5.2,1.76
NGC3495,165.317368,3.628037,0,0,0,1130,17.2,-22.26,0.20,6.3,1.64
NGC3504,165.796631,27.972435,0,0,0,1534,26.1,-23.82,0.11,2.1,1.39
NGC3507,165.855820,18.135344,0,0,0,979,14.3,-22.41,0.11,3.1,1.75
NGC3547,167.483124,10.720738,0,0,0,1579,26.3,-21.66,0.10,3.2,1.33
NGC3556,167.879028,55.674122,0,2,0,699,11.9,-23.34,0.07,6.0,1.94
NGC3583,168.545746,48.318378,0,1,0,2136,31.6,-24.13,0.06,3.1,1.45
NGC3611,169.375656,4.555429,0,1,0,1585,39.3,-23.49,0.21,1.0,1.24
NGC3614,169.589142,45.748291,0,0,0,2333,36.7,-23.19,0.06,5.2,1.69
NGC3629,170.132568,26.963408,0,0,0,1508,26.1,-21.60,0.08,5.9,1.54
NGC3633,170.109222,3.585485,0,0,0,2600,38.0,-23.05,0.27,1.0,1.05
NGC3675,171.535767,43.585918,0,2,0,770,20.9,-24.75,0.09,3.0,1.76
NGC3687,172.002365,29.511044,0,0,0,2507,38.4,-23.25,0.10,3.8,1.38
NGC3705,172.531067,9.276630,0,2,0,1018,23.6,-23.96,0.20,2.4,1.57
NGC3835,176.020309,60.119682,0,0,0,2466,39.0,-23.41,0.08,2.0,1.26
NGC3888,176.893051,55.967258,0,1,0,2408,41.5,-23.84,0.05,5.3,1.32
NGC3976,178.990143,6.750834,0,0,0,2497,37.2,-23.20,0.05,3.2,1.36
NGC4030,180.098511,-1.099963,0,3,0,1465,31.0,-25.14,0.12,4.0,1.61
NGC4045,180.676086,1.976771,0,0,0,1981,30.7,-23.69,0.10,1.3,1.36
NGC4062,181.015976,31.895815,0,0,0,769,9.8,-21.75,0.11,5.3,1.72
NGC4067,181.048157,10.854354,0,0,0,2415,36.5,-22.91,0.11,3.1,1.20
NGC4096,181.504837,47.478359,0,0,0,566,9.6,-22.12,0.08,5.3,1.77
NGC4158,182.792358,20.175770,0,0,0,2458,37.6,-23.14,0.14,3.1,1.29
NGC4162,182.968613,24.123682,0,1,0,2569,26.8,-22.79,0.16,4.0,1.36
NGC4257,184.776993,5.725926,0,0,0,2756,40.5,-22.34,0.09,1.7,1.05
NGC4348,185.974838,-3.442911,0,0,0,2005,30.6,-23.53,0.16,4.2,1.29
NGC4414,186.612869,31.223545,0,24,0,716,17.9,-24.33,0.08,5.2,1.52
NGC4454,187.211441,-1.939140,0,0,0,2407,35.6,-23.72,0.11,0.1,1.54
NGC4480,187.611588,4.246471,0,0,0,2439,36.4,-23.07,0.10,5.0,1.47
NGC4525,188.463303,30.277517,0,0,0,1172,23.0,-21.83,0.10,5.9,1.62
NGC4591,189.801834,6.012214,0,0,0,2422,36.4,-22.58,0.09,2.3,1.22
NGC4602,190.153534,-5.133010,0,1,0,2539,34.5,-24.16,0.10,4.2,1.59
NGC4604,190.187241,-5.302535,0,0,0,2658,38.5,-21.54,0.10,10.0,1.10
NGC4651,190.927612,16.393396,0,2,0,805,24.1,-23.90,0.12,5.2,1.56
NGC4691,192.056961,-3.332918,0,0,0,1110,16.0,-22.50,0.12,0.3,1.42
NGC4771,193.338638,1.269171,0,0,0,1134,18.6,-22.35,0.09,6.3,1.52
NGC4772,193.371552,2.168344,0,1,0,1040,28.3,-23.91,0.12,1.1,1.47
NGC4779,193.461929,9.709920,0,0,0,2831,41.9,-23.25,0.09,4.6,1.39
NGC4791,193.683075,8.053164,0,0,0,2529,37.9,-21.56,0.14,0.0,1.03
NGC4799,193.814758,2.896605,0,0,0,2793,41.0,-23.18,0.15,4.9,1.01
NGC4800,193.657394,46.531139,0,1,0,891,29.8,-24.08,0.07,3.0,1.31
NGC4904,195.244446,-0.027452,0,0,0,1189,20.8,-22.10,0.11,5.8,1.52
NGC5014,197.879990,36.282120,0,0,0,1126,21.4,-21.54,0.03,1.4,1.09
NGC5033,198.364731,36.593651,0,3,0,875,17.6,-24.28,0.05,5.1,1.79
NGC5055,198.955536,42.029289,0,2,0,504,10.1,-24.43,0.08,4.0,2.02
NGC5089,199.913742,30.256323,0,0,0,2141,34.2,-21.81,0.05,3.9,1.26
NGC5117,200.735260,28.316532,0,0,0,2382,37.2,-21.52,0.07,5.7,1.35
NGC5205,202.515381,62.511528,0,0,0,1766,29.9,-22.62,0.10,3.0,1.41
NGC5240,203.980103,35.588268,0,0,0,2234,35.5,-22.08,0.06,5.8,1.37
NGC5248,204.383621,8.885060,0,0,0,1151,20.8,-24.34,0.11,4.0,1.81
NGC5301,206.602539,46.107407,0,0,0,1503,26.4,-23.00,0.08,4.7,1.38
NGC5303,206.937347,38.304531,0,0,0,1419,25.3,-21.79,0.06,4.8,1.13
NGC5334,208.226959,-1.114756,0,0,0,1386,23.1,-21.90,0.20,5.2,1.64
NGC5347,208.324387,33.490761,0,0,0,2335,36.8,-23.19,0.09,2.0,1.43
NGC5356,208.743423,5.333607,0,0,0,1374,23.7,-22.25,0.11,3.8,1.41
NGC5375,209.233276,29.164293,0,0,0,2386,37.3,-23.62,0.09,2.4,1.45
NGC5377,209.069458,47.235565,0,1,0,1793,31.0,-24.10,0.07,1.0,1.51
NGC5492,212.646622,19.612354,0,0,0,2271,35.3,-22.57,0.17,3.0,1.08
NGC5496,212.907730,-1.158720,0,0,0,1541,24.8,-21.68,0.25,6.5,1.58
NGC5523,213.717957,25.317614,0,0,0,1039,18.9,-21.65,0.08,5.8,1.50
NGC5526,213.473862,57.771317,0,0,0,2004,33.0,-22.28,0.05,4.1,1.20
NGC5560,215.018738,3.992653,0,0,0,1729,27.6,-22.74,0.13,3.0,1.27
NGC5584,215.599213,-0.387449,0,0,0,1638,26.0,-22.14,0.17,6.0,1.65
NGC5602,215.578476,50.501423,0,0,0,2230,35.9,-23.19,0.09,1.0,1.21
NGC5630,216.902420,41.257816,0,0,0,2655,41.3,-22.24,0.05,8.0,1.29
NGC5645,217.664169,7.275004,0,0,0,1370,23.1,-22.14,0.12,6.6,1.58
NGC5661,217.989166,6.250472,0,0,0,2354,35.6,-21.56,0.14,3.2,1.12
NGC5667,217.595367,59.469677,0,0,0,1943,32.2,-22.08,0.04,5.9,1.49
NGC5678,218.023270,57.921436,0,2,0,1922,30.0,-24.11,0.05,3.3,1.54
NGC5730,219.967453,42.742340,0,0,0,2533,39.8,-22.00,0.07,9.6,1.23
NGC5740,221.101761,1.679692,0,1,0,1572,30.5,-23.56,0.16,3.0,1.46
NGC5777,222.824158,58.977810,0,0,0,2145,34.9,-23.41,0.05,3.2,1.13
NGC5795,224.082840,49.400208,0,0,0,2366,37.7,-22.99,0.08,4.9,1.23
NGC5850,226.781982,1.544280,0,0,0,2556,37.9,-24.81,0.24,3.1,1.83
NGC5894,227.920563,59.808823,0,0,0,2466,39.3,-23.92,0.05,8.0,1.42
NGC5921,230.485672,5.070540,0,0,0,1480,23.9,-23.81,0.17,4.0,1.75
NGC5951,233.429459,15.007294,0,0,0,1780,28.5,-22.24,0.21,5.2,1.51
NGC5958,233.704681,28.655119,0,0,0,2007,32.2,-22.14,0.11,4.6,1.29
NGC5961,233.818588,30.864090,0,0,0,1828,29.9,-21.67,0.12,2.5,1.05
NGC5981,234.469437,59.393959,0,0,0,1764,29.8,-23.03,0.11,4.3,1.22
NGC5985,234.904541,59.331951,0,0,0,2517,40.0,-24.86,0.07,3.0,1.77
NGC6012,238.558105,14.601240,0,0,0,1854,29.3,-22.81,0.16,1.7,1.48
NGC6015,237.855133,62.310032,0,0,0,835,17.1,-22.70,0.05,6.0,1.70
NGC6063,241.804016,7.979009,0,3,0,2848,41.1,-22.54,0.20,5.9,1.39
NGC6070,242.494522,0.709315,0,1,0,2004,26.8,-23.45,0.63,6.0,1.58
NGC6106,244.696701,7.411013,0,0,0,1448,23.3,-22.25,0.29,5.3,1.41
NGC6118,245.452591,-2.283422,0,0,0,1573,24.3,-23.28,0.68,6.0,1.73
NGC6155,246.534607,48.366920,0,0,0,2418,38.4,-22.96,0.06,5.4,1.35
NGC6181,248.087372,19.826603,0,1,0,2375,35.0,-24.07,0.27,5.2,1.31
NGC6207,250.765625,36.832424,0,3,0,852,21.4,-22.53,0.07,4.9,1.40
NGC6339,259.277100,40.844959,0,0,0,2108,33.9,-21.69,0.13,6.4,1.38
NGC6384,263.101257,7.060270,0,2,0,1665,18.5,-23.85,0.53,3.6,1.96
NGC6675,279.360321,40.057709,0,0,0,2495,38.9,-23.46,0.30,4.0,1.43
NGC7137,327.054321,22.159580,0,0,0,1686,26.3,-23.29,0.59,5.0,1.44
NGC7177,330.171875,17.738117,0,1,0,1150,20.5,-23.41,0.32,2.5,1.35
NGC7241,333.957825,19.232361,0,0,0,1447,22.8,-22.83,0.23,4.0,1.38
NGC7328,339.372070,10.531584,0,0,0,2825,40.9,-23.45,0.36,2.1,1.35
NGC7339,339.445374,23.786671,0,1,0,1313,17.0,-22.60,0.16,4.0,1.35
NGC7347,339.984009,11.027560,0,0,0,2239,32.9,-21.88,0.25,4.6,1.18
NGC7416,343.923767,-5.495346,0,0,0,2859,40.1,-23.79,0.19,3.0,1.40
NGC7463,345.466583,15.981848,0,0,0,2341,34.5,-22.47,0.32,3.0,1.17
NGC7479,346.236115,12.322879,0,1,0,2381,31.1,-24.30,0.49,4.4,1.68
NGC7497,347.264282,18.177181,0,0,0,1708,26.0,-23.00,0.77,6.2,1.69
NGC7625,350.125549,17.225601,0,0,0,1633,24.8,-23.11,0.11,1.0,1.25
NGC7678,352.116211,22.421183,0,1,0,3489,35.3,-23.62,0.21,4.9,1.56
NGC7694,353.315674,-2.702838,0,0,0,2281,32.2,-21.77,0.20,10.0,1.34
NGC7716,354.131073,0.297313,0,0,0,2579,36.5,-23.51,0.15,3.0,1.37
NGC7742,356.065460,10.767097,0,0,0,1663,24.7,-23.35,0.24,2.8,1.25
NGC7743,356.088043,9.934042,1,2,0,1710,20.1,-23.13,0.30,-0.9,1.59
NGC7814,0.812280,16.145229,1,4,0,1050,12.8,-23.47,0.19,2.0,1.61
PGC005363,21.638643,39.881031,0,0,0,2610,39.1,-21.81,0.25,0.0,1.04
PGC009485,37.381905,-3.212962,0,0,0,2435,33.6,-22.42,0.12,0.0,1.23
PGC069448,340.062988,-2.424036,0,0,0,2970,42.0,-22.36,0.23,3.9,1.43
PGC2800919,323.974976,-3.148177,0,0,0,2873,40.9,-21.90,0.18,0.0,0.78
UGC00260,6.762131,11.583811,0,0,0,2131,30.9,-22.12,0.33,5.8,1.19
UGC01551,30.906231,24.075525,0,0,0,2671,38.8,-21.70,0.40,6.1,1.51
UGC03258,77.679207,0.408305,0,0,0,2821,38.9,-22.61,0.29,2.0,1.32
UGC04621,132.549164,35.076431,0,0,0,2306,35.0,-22.31,0.17,1.0,1.16
UGC04824,137.889893,51.254295,0,0,0,2184,34.3,-21.52,0.08,6.4,1.26
UGC04906,139.416351,52.992760,0,0,0,2304,36.0,-23.38,0.06,1.1,1.24
UGC05376,150.112793,3.374309,0,0,0,2054,30.2,-22.63,0.11,7.8,1.01
UGC05403,150.648163,19.177067,0,0,0,2082,31.7,-22.18,0.14,0.0,0.97
UGC05720,158.133148,54.400982,0,0,0,1430,24.8,-21.55,0.05,9.9,1.05
UGC06402,170.829742,-0.922440,0,0,0,2608,37.8,-21.67,0.19,8.0,1.02
UGC06517,173.010040,36.698124,0,0,0,2491,38.5,-21.82,0.12,3.7,1.28
UGC06879,178.604523,-2.319723,0,0,0,2388,35.1,-21.82,0.11,7.2,1.38
UGC07179,182.741882,63.914570,0,0,0,2630,41.3,-23.33,0.08,0.0,1.19
UGC08067,194.300690,-1.706808,0,0,0,2833,41.2,-22.66,0.08,3.6,1.28
UGC08658,205.166290,54.333004,0,0,0,2029,33.3,-21.90,0.07,5.0,1.62
UGC08693,206.118393,35.192299,0,0,0,2438,38.2,-21.55,0.05,4.4,1.18
UGC08756,207.649658,42.541439,0,0,0,1354,24.4,-21.60,0.06,1.3,1.03
UGC09665,225.385208,48.319904,0,0,0,2558,40.3,-22.77,0.10,4.0,1.11
UGC09703,226.359467,46.565308,0,0,0,2471,39.1,-21.89,0.09,0.0,1.07
UGC09741,227.139587,52.296146,0,0,0,2498,39.6,-21.65,0.10,3.0,1.16
UGC09977,235.498138,0.713232,0,0,0,1915,29.2,-21.77,0.49,5.3,1.35
UGC10043,237.171616,21.869387,0,0,0,2161,33.8,-22.26,0.25,4.1,1.09
UGC10288,243.603348,-0.207540,0,0,0,2044,30.8,-23.10,0.58,5.3,1.50
UGC12010,335.828033,5.533870,0,0,0,2797,40.2,-21.65,0.58,2.0,1.21
UGC12074,338.276215,8.097454,0,0,0,1988,29.3,-21.67,0.67,0.0,1.09
UGC12300,345.154968,12.782273,0,0,0,2294,33.6,-22.12,0.80,0.9,1.13
UGC12518,350.053253,7.932117,0,0,0,2787,40.0,-22.59,0.49,3.0,1.09
UGC12857,359.198029,1.355099,0,0,0,2477,35.1,-22.05,0.12,4.0,1.10
